Clean_Player,Team,G,A,Pts,plus_minus,Sh,TOI_sec,PIM,FOW,FOL,Games_Played,FO%,TOI
Ryan Bottrill,Clarkson,8,11,19,5,56,36444.0,26,117.0,154.0,39,43.17343173431734,10:07:24
Ryan Buckley,Holy Cross,0,1,1,3,6,4199.0,4,0.0,0.0,14,,01:09:59
Ryan Chesley,Minnesota,8,12,20,17,97,49622.0,48,0.0,0.0,40,,13:47:02
Ryan Conmy,New Hampshire,15,18,33,-1,124,40186.0,6,0.0,0.0,34,,11:09:46
Ryan Coughlin,Mercyhurst,5,10,15,-14,46,31630.0,12,112.0,200.0,35,35.8974358974359,08:47:10
Ryan Davies,Stonehill,0,0,0,-3,1,5240.0,2,0.0,0.0,6,,01:27:20
Ryan Duguay,Northern Michigan,6,2,8,-9,26,18771.0,4,1.0,1.0,24,50.0,05:12:51
Ryan Fine,Harvard,1,4,5,-9,30,20789.0,2,5.0,7.0,24,41.66666666666667,05:46:29
Ryan Forberg,Lindenwood,0,2,2,-2,7,4682.0,2,5.0,1.0,9,83.33333333333334,01:18:02
Ryan Gillespie,Canisius,0,0,0,0,2,583.0,0,0.0,0.0,1,,00:09:43
Ryan Gordon,Ohio State,5,8,13,-1,47,28994.0,27,203.0,187.0,39,52.05128205128206,08:03:14
Ryan Greene,Boston University,13,25,38,6,88,48298.0,18,353.0,329.0,40,51.759530791788855,13:24:58
Ryan Healey,Harvard,4,9,13,-4,65,35111.0,12,0.0,0.0,33,,09:45:11
Ryan Helliwell,Notre Dame,1,6,7,1,22,42077.0,39,1.0,2.0,37,33.33333333333333,11:41:17
Ryan Henderson,Bemidji State,0,0,0,-3,3,3318.0,2,0.0,0.0,7,,00:55:18
Ryan Johnson,Alaska-Anchorage,11,14,25,-13,107,35115.0,6,14.0,21.0,33,40.0,09:45:15
Ryan Keyes,Merrimack,0,0,0,0,0,0.0,0,0.0,0.0,5,,00:00:00
Ryan Kirwan,Arizona State,26,13,39,6,178,36255.0,6,1.0,2.0,37,33.33333333333333,10:04:15
Ryan Koering,Colorado College,1,2,3,-7,34,27829.0,2,0.0,0.0,30,,07:43:49
Ryan Lautenbach,Massachusetts,6,15,21,5,71,37862.0,19,13.0,8.0,40,61.904761904761905,10:31:02
Ryan Leonard,Boston College,30,19,49,30,191,45064.0,46,108.0,138.0,37,43.90243902439025,12:31:04
Ryan MacPherson,New Hampshire,1,1,2,1,7,8107.0,2,11.0,12.0,18,47.82608695652174,02:15:07
Ryan Mansfield,Bentley,8,10,18,7,65,31102.0,4,108.0,114.0,31,48.64864864864865,08:38:22
Ryan Manzella,Michigan Tech,0,0,0,0,0,0.0,0,0.0,0.0,15,,00:00:00
Ryan McGuire,Northeastern,4,3,7,-9,58,37067.0,14,381.0,282.0,37,57.466063348416284,10:17:47
Ryan Nause,Bentley,0,0,0,-2,9,5788.0,6,0.0,0.0,19,,01:36:28
Ryan O'Connell,Merrimack,1,7,8,-5,35,18250.0,18,0.0,3.0,28,0.0,05:04:10
Ryan O'Hara,Bowling Green,11,22,33,5,138,40943.0,16,82.0,59.0,36,58.156028368794324,11:22:23
Ryan O'Neill,St. Thomas,6,15,21,-9,58,35144.0,20,2.0,2.0,38,50.0,09:45:44
Ryan O'Reilly,Providence,6,3,9,10,40,16530.0,6,3.0,4.0,26,42.857142857142854,04:35:30
Ryan Ouellette,Northern Michigan,0,1,1,0,1,0.0,0,0.0,0.0,32,,00:00:00
Ryan Richardson,Clarkson,11,19,30,15,86,41110.0,16,38.0,56.0,38,40.42553191489361,11:25:10
Ryan Rosborough,St. Cloud State,1,0,1,-7,36,21699.0,4,90.0,137.0,28,39.647577092511014,06:01:39
Ryan Shostak,Brown,3,3,6,-2,26,29405.0,14,159.0,209.0,32,43.20652173913043,08:10:05
Ryan Smith,Quinnipiac,2,3,5,-10,31,21756.0,21,71.0,60.0,34,54.19847328244275,06:02:36
Ryan Spinale,Colgate,4,2,6,-14,31,21523.0,69,5.0,12.0,34,29.411764705882355,05:58:43
Ryan St. Louis,Brown,11,18,29,0,48,29104.0,2,3.0,2.0,23,60.0,08:05:04
Ryan Sullivan,Colgate,5,10,15,1,44,22769.0,20,117.0,122.0,23,48.95397489539749,06:19:29
Ryan Sullivan,Miami,6,4,10,-11,41,32362.0,8,216.0,221.0,34,49.4279176201373,08:59:22
Ryan Tattle,Connecticut,18,14,32,10,118,42980.0,22,318.0,280.0,39,53.17725752508361,11:56:20
Ryan Taylor,Clarkson,3,7,10,-9,52,26742.0,4,6.0,4.0,31,60.0,07:25:42
Ryan Upson,Bentley,1,12,13,14,32,26697.0,6,5.0,5.0,33,50.0,07:24:57
Ryan Walsh,Cornell,17,14,31,14,96,44163.0,21,419.0,330.0,36,55.941255006675576,12:16:03
Ryan Williams,RIT,0,1,1,-10,18,20135.0,8,0.0,0.0,29,,05:35:35
Ryder Donovan,St. Thomas,0,2,2,-1,21,16564.0,24,18.0,36.0,24,33.33333333333333,04:36:04
Ryder Matter,Michigan Tech,2,1,3,-2,16,12483.0,4,91.0,85.0,19,51.70454545454546,03:28:03
Rylan Brown,Michigan Tech,3,15,18,-2,56,39310.0,14,0.0,0.0,36,,10:55:10
Ryland Mosley,Wisconsin,18,19,37,-2,117,38312.0,21,12.0,11.0,37,52.17391304347826,10:38:32
Rylee Hlusiak,Sacred Heart,1,1,2,-1,10,5884.0,0,1.0,2.0,14,33.33333333333333,01:38:04
Sacha Boisvert,North Dakota,18,14,32,-4,94,35965.0,20,135.0,162.0,37,45.45454545454545,09:59:25
Salvatore Guzzo,Harvard,3,0,3,-3,21,14072.0,8,0.0,0.0,21,,03:54:32
Sam Court,Arizona State,3,8,11,1,66,35992.0,16,0.0,0.0,36,,09:59:52
Sam Deckhut,Ohio State,6,8,14,7,40,28988.0,10,80.0,112.0,37,41.66666666666667,08:03:08
Sam Duerr,Bentley,8,7,15,8,80,42073.0,12,0.0,0.0,37,,11:41:13
Sam Groebner,Army,2,7,9,4,25,41209.0,14,0.0,0.0,38,,11:26:49
Sam Hall,St. Lawrence,0,2,2,-9,15,16329.0,8,0.0,0.0,24,,04:32:09
Sam Harris,Denver,23,12,35,14,126,40740.0,42,3.0,14.0,43,17.647058823529413,11:19:00
Sam Jacobs,Air Force,1,2,3,1,18,10995.0,2,0.0,0.0,17,,03:03:15
Sam Rinzel,Minnesota,10,22,32,20,95,55582.0,12,0.0,0.0,40,,15:26:22
Sam Stange,Omaha,16,18,34,14,82,37781.0,20,4.0,9.0,36,30.76923076923077,10:29:41
Sam Stitz,Air Force,8,8,16,2,63,29390.0,8,3.0,2.0,39,60.0,08:09:50
Samo Meritähti,Providence,0,0,0,0,0,11.0,0,0.0,0.0,1,,00:00:11
Samu Salminen,Denver,10,18,28,21,59,39620.0,24,325.0,261.0,44,55.460750853242324,11:00:20
Samuel Sjolund,Western Michigan,4,25,29,19,66,55202.0,18,0.0,0.0,42,,15:20:02
Sascha Boumedienne,Boston University,3,10,13,8,33,45213.0,33,0.0,0.0,40,,12:33:33
Sasha Teleguine,Lake Superior,14,5,19,-4,81,32840.0,34,0.0,4.0,32,0.0,09:07:20
Sawyer Scholl,Wisconsin,3,6,9,3,50,23440.0,26,100.0,102.0,34,49.504950495049506,06:30:40
Scout Truman,Mass.-Lowell,10,8,18,-3,90,35200.0,52,1.0,8.0,36,11.11111111111111,09:46:40
Seamus Powell,Merrimack,5,16,21,-8,68,45199.0,2,0.0,0.0,35,,12:33:19
Sean Chisholm,Dartmouth,15,12,27,4,82,37183.0,12,300.0,284.0,33,51.369863013698634,10:19:43
Sean Donaldson,Cornell,0,0,0,-7,15,8159.0,19,0.0,1.0,16,0.0,02:15:59
Sean James,Mercyhurst,3,8,11,-10,57,33314.0,10,0.0,0.0,34,,09:15:14
Sean Keohane,Harvard,0,2,2,-3,7,8167.0,12,0.0,0.0,11,,02:16:07
Sean Kilcullen,Mass.-Lowell,0,0,0,-1,2,2833.0,0,0.0,1.0,8,0.0,00:47:13
Sean Vlasich,Army,0,5,5,1,47,26552.0,6,0.0,0.0,33,,07:22:32
Sebastian Törnqvist,Vermont,1,17,18,-9,58,31909.0,46,0.0,0.0,31,,08:51:49
Seiya Tanaka-Campbell,Yale,0,0,0,-7,3,7144.0,4,7.0,8.0,20,46.666666666666664,01:59:04
Seth Bernard-Docker,Bentley,0,0,0,-2,5,4869.0,0,0.0,0.0,8,,01:21:09
Seth Constance,Northeastern,0,1,1,-4,7,15732.0,4,0.0,0.0,36,,04:22:12
Seth Fyten,Bowling Green,1,4,5,-3,29,23234.0,22,0.0,1.0,30,0.0,06:27:14
Shane Lachance,Boston University,12,18,30,0,125,42928.0,28,108.0,99.0,40,52.17391304347826,11:55:28
Shane Ott,Niagara,9,25,34,6,101,45519.0,10,6.0,6.0,35,50.0,12:38:39
Shane Vansaghi,Michigan State,6,10,16,10,55,26673.0,30,16.0,17.0,37,48.484848484848484,07:24:33
Shawn O'Donnell,Clarkson,1,3,4,-3,20,23963.0,16,6.0,12.0,39,33.33333333333333,06:39:23
Shawn Ramsey,Lindenwood,0,0,0,-10,13,12049.0,10,0.0,0.0,18,,03:20:49
Simon Bucheler,Mercyhurst,0,0,0,0,0,0.0,2,0.0,0.0,11,,00:00:00
Simon Falk,Augustana,5,11,16,13,43,21863.0,2,1.0,6.0,32,14.285714285714285,06:04:23
Simon Isabelle,RIT,7,7,14,-2,48,40556.0,12,390.0,294.0,35,57.01754385964912,11:15:56
Simon Jellus,Vermont,9,12,21,-2,74,35194.0,14,45.0,47.0,35,48.91304347826087,09:46:34
Simon Labelle,Colgate,1,12,13,1,45,27102.0,8,0.0,0.0,25,,07:31:42
Simon Latkoczy,Omaha,0,0,0,0,0,0.0,0,0.0,0.0,31,,00:00:00
Simon Mack,Penn State,3,27,30,23,82,58678.0,6,0.0,0.0,40,,16:17:58
Simon Tassy,Wisconsin,6,5,11,-11,60,26344.0,10,4.0,5.0,31,44.44444444444444,07:19:04
Simone Dadiè,Colgate,5,2,7,-2,30,17934.0,8,2.0,3.0,31,40.0,04:58:54
Sixen Jennersjö,Long Island,1,2,3,-4,15,8832.0,4,1.0,1.0,15,50.0,02:27:12
Spence Evans,Brown,0,0,0,0,3,5314.0,2,0.0,0.0,13,,01:28:34
Spencer Bell,St. Lawrence,3,1,4,-5,39,20491.0,20,5.0,4.0,32,55.55555555555556,05:41:31
Spencer Cox,Miami,1,3,4,-16,21,18455.0,19,1.0,1.0,20,50.0,05:07:35
Spencer Marquis,Merrimack,0,0,0,0,0,0.0,0,0.0,0.0,1,,00:00:00
Spencer Smith,Mercyhurst,1,3,4,-13,19,22908.0,6,138.0,175.0,32,44.08945686900959,06:21:48
Spencer Young,Niagara,7,5,12,5,48,23975.0,19,109.0,110.0,34,49.77168949771689,06:39:35
Stanley Cooley,Colorado College,6,6,12,-17,72,32787.0,28,280.0,243.0,37,53.53728489483748,09:06:27
Stefan Owens,Mass.-Lowell,2,0,2,-4,29,18644.0,0,74.0,103.0,26,41.80790960451977,05:10:44
Stefano Bottini,Canisius,3,1,4,-4,35,23018.0,23,2.0,6.0,33,25.0,06:23:38
Stephen Castagna,Bentley,5,20,25,7,96,47388.0,19,30.0,51.0,40,37.03703703703704,13:09:48
Stephen Willey,Army,0,2,2,0,5,3010.0,0,0.0,0.0,6,,00:50:10
Steven Agriogianis,Mercyhurst,8,13,21,-22,55,35236.0,8,296.0,333.0,34,47.05882352941176,09:47:16
Steven Bellini,Minnesota State,1,5,6,5,21,25882.0,4,0.0,0.0,33,,07:11:22
Steven Townley,Dartmouth,4,4,8,11,28,30450.0,2,272.0,248.0,33,52.307692307692314,08:27:30
Stiven Sardarian,Michigan Tech,11,24,35,3,93,40457.0,51,1.0,7.0,35,12.5,11:14:17
Sullivan Mack,Cornell,9,15,24,13,67,29662.0,19,6.0,8.0,32,42.857142857142854,08:14:22
Sully Scholle,Maine,3,13,16,-5,63,31537.0,8,0.0,4.0,38,0.0,08:45:37
Sutter Muzzatti,Rensselaer,2,1,3,-7,14,9998.0,8,19.0,18.0,10,51.35135135135135,02:46:38
T.J. Hughes,Michigan,15,23,38,5,116,41017.0,12,380.0,343.0,36,52.558782849239286,11:23:37
T.J. Semptimphelter,North Dakota,0,0,0,0,0,0.0,16,0.0,0.0,31,,00:00:00
TJ Schweighardt,Mass.-Lowell,0,10,10,1,40,45211.0,6,0.0,0.0,36,,12:33:31
Tabor Heaslip,Connecticut,8,13,21,3,73,37474.0,22,220.0,211.0,39,51.04408352668214,10:24:34
Taige Harding,Providence,2,12,14,9,32,37492.0,46,0.0,0.0,37,,10:24:52
Talon Sigurdson,Clarkson,10,8,18,11,66,36816.0,21,20.0,40.0,39,33.33333333333333,10:13:36
Tanner Adams,Providence,11,11,22,0,79,34446.0,8,8.0,6.0,37,57.14285714285714,09:34:06
Tanner Andrew,RIT,7,9,16,-14,73,36654.0,33,6.0,28.0,34,17.647058823529413,10:10:54
Tanner Edwards,Alaska-Anchorage,3,5,8,-6,19,23402.0,58,93.0,111.0,31,45.588235294117645,06:30:02
Tanner Hartman,Brown,1,2,3,2,16,14784.0,6,0.0,1.0,23,0.0,04:06:24
Tanner Kelly,Michigan State,8,9,17,10,71,34140.0,20,29.0,17.0,37,63.04347826086957,09:29:00
Tanner Klimpke,Robert Morris,10,13,23,12,58,29520.0,6,10.0,8.0,26,55.55555555555556,08:12:00
Tanner Komzak,North Dakota,0,0,0,4,7,6104.0,4,0.0,0.0,17,,01:41:44
Tanner Latsch,Northern Michigan,5,2,7,-12,64,19798.0,6,3.0,1.0,22,75.0,05:29:58
Tanner Ludtke,Omaha,1,1,2,-1,21,8860.0,2,6.0,2.0,9,75.0,02:27:40
Tanner Main,Bentley,2,7,9,11,38,41589.0,18,0.0,0.0,35,,11:33:09
Tanner Rowe,Michigan,0,0,0,-5,13,8729.0,4,5.0,15.0,20,25.0,02:25:29
Tanner Willick,American Int'l,0,0,0,-2,5,3510.0,2,0.0,0.0,7,,00:58:30
Tanyon Bajzer,Miami,0,0,0,-5,5,6425.0,0,1.0,1.0,14,50.0,01:47:05
Tate Taylor,Clarkson,3,13,16,5,51,38114.0,10,0.0,0.0,33,,10:35:14
Taylor Makar,Maine,18,12,30,24,100,39758.0,47,13.0,16.0,38,44.827586206896555,11:02:38
Teddy Lagerbäck,Stonehill,5,3,8,2,46,14224.0,4,6.0,6.0,17,50.0,03:57:04
Teddy Stiga,Boston College,14,16,30,12,91,37237.0,34,64.0,54.0,36,54.23728813559322,10:20:37
Teodor Forssander,Miami,0,0,0,-5,3,6914.0,0,2.0,2.0,11,50.0,01:55:14
Theo Angesved,American Int'l,1,1,2,1,8,10617.0,4,0.0,0.0,12,,02:56:57
Theo Wallberg,Ohio State,0,8,8,13,22,23575.0,10,0.0,0.0,27,,06:32:55
Thomas Daskas,Michigan,1,0,1,-4,4,6993.0,6,0.0,0.0,14,,01:56:33
Thomas Freel,Maine,11,7,18,9,87,37548.0,20,8.0,11.0,38,42.10526315789473,10:25:48
Thomas Gale,Holy Cross,0,0,0,0,0,0.0,0,0.0,0.0,39,,00:00:00
Thomas Haynes,Robert Morris,0,3,3,-1,7,9167.0,0,0.0,0.0,13,,02:32:47
Thomas Heaney,Connecticut,0,0,0,0,0,0.0,0,0.0,0.0,3,,00:00:00
Thomas Jarman,Lindenwood,0,2,2,0,2,5557.0,2,0.0,0.0,8,,01:32:37
Thomas Manty,Brown,0,1,1,0,4,2157.0,0,0.0,0.0,7,,00:35:57
Thomas Pichette,Maine,2,3,5,1,18,8976.0,0,14.0,16.0,19,46.666666666666664,02:29:36
Thomas Richter,Union,0,1,1,0,1,3132.0,0,0.0,0.0,7,,00:52:12
Thomas Sinclair,Vermont,3,5,8,-12,42,24988.0,21,176.0,169.0,33,51.01449275362319,06:56:28
Thomas Weis,Ohio State,2,5,7,8,31,25629.0,19,1.0,4.0,35,20.0,07:07:09
Thor Byfuglien,St. Cloud State,1,2,3,-13,8,17201.0,4,0.0,0.0,24,,04:46:41
Tiernan Shoudy,Michigan State,8,9,17,11,69,36558.0,24,259.0,224.0,37,53.62318840579711,10:09:18
Tim Busconi,Dartmouth,0,0,0,1,9,12639.0,4,0.0,0.0,21,,03:30:39
Tim Lovell,Michigan,0,2,2,2,10,10931.0,8,0.0,0.0,10,,03:02:11
Tim Rego,Cornell,8,16,24,15,53,49185.0,18,1.0,1.0,36,50.0,13:39:45
Tim Washe,Western Michigan,16,22,38,22,101,46668.0,18,483.0,283.0,42,63.054830287206265,12:57:48
Timmy Delay,Boston College,0,0,0,0,0,158.0,0,0.0,0.0,1,,00:02:38
Timo Bakos,Lake Superior,10,12,22,-9,58,37000.0,6,180.0,172.0,34,51.13636363636363,10:16:40
Timofei Khokhlachev,American Int'l,8,10,18,5,47,24149.0,50,4.0,5.0,32,44.44444444444444,06:42:29
Timofei Spitserov,Vermont,12,6,18,4,71,29798.0,4,0.0,0.0,33,,08:16:38
Timothy Heinke,Holy Cross,12,7,19,1,103,34590.0,24,1.0,8.0,39,11.11111111111111,09:36:30
Tobias Abrahamsson,St. Thomas,0,0,0,0,4,13934.0,17,0.0,0.0,18,,03:52:14
Tobias Larsen,American Int'l,0,2,2,-1,14,10988.0,10,0.0,0.0,18,,03:03:08
Tom Gangl,Robert Morris,0,1,1,1,2,1780.0,0,0.0,0.0,4,,00:29:40
Tom Leppa,Michigan Tech,2,3,5,2,17,14466.0,6,111.0,107.0,16,50.917431192660544,04:01:06
Tom Messineo,Connecticut,1,8,9,19,42,45512.0,20,0.0,0.0,39,,12:38:32
Tom Willander,Boston University,2,22,24,19,47,54089.0,8,0.0,0.0,39,,15:01:29
Tomas Machu,Providence,2,4,6,2,23,31755.0,27,0.0,0.0,30,,08:49:15
Tommi Männistö,Michigan State,3,8,11,13,67,30748.0,6,0.0,1.0,37,0.0,08:32:28
Tommy Bergsland,Colgate,4,20,24,9,51,53100.0,10,0.0,0.0,36,,14:45:00
Tommy Lyons,Harvard,0,2,2,0,7,8134.0,0,16.0,17.0,13,48.484848484848484,02:15:34
Tommy Middleton,Colorado College,1,4,5,-7,19,13752.0,8,2.0,4.0,21,33.33333333333333,03:49:12
Tommy Pasanen,Bowling Green,2,3,5,1,52,36508.0,37,0.0,0.0,35,,10:08:28
